ARTIKEL;SORTE;AUFTRAG;POSITION;KUNDE;WUNSCHLIEFERTERMIN;LIEFERTERMIN;WUNSCHMENGE
15-070-435-01720-076130G0;K 15;25021502;2;C-130;6/26/24;6/25/24;15000
15-070-435-01840-076130G0;K 15;25021486;1;C-110;6/25/24;6/24/24;25000
15-070-435-01860-076130G0;K 15;25021479;1;C-100;6/25/24;6/24/24;25000
15-070-435-01860-076130G0;K 15;25021487;1;C-110;6/25/24;6/24/24;25000
15-070-435-01800-076130G0;K 15;25021494;1;C-120;6/25/24;6/24/24;25000
15-070-435-01880-076130G0;K 15;25021495;1;C-120;6/25/24;6/24/24;25000
15-070-435-01880-076130G0;K 15;25021480;1;C-100;6/25/24;6/24/24;25000
15-070-435-01840-076130G0;K 15;25021114;1;C-100;6/24/24 17:00;6/21/24;25000
15-070-435-01880-076130G0;K 15;25021541;1;C-100;6/24/24;;12500
15-070-435-01860-076130G0;K 15;25021381;1;C-130;6/24/24;6/21/24;25000
15-070-435-01800-076130G0;K 15;25021363;1;C-120;6/24/24;6/21/24;25000
15-070-435-01860-076130G0;K 15;25021350;1;C-100;6/24/24;6/21/24;25000
15-070-435-01860-076130G0;K 15;25021458;1;C-120;6/24/24;6/21/24;25000
15-070-435-01840-076130G0;K 15;25021404;1;C-110;6/24/24;6/21/24;25000
15-070-435-01900-076130G0;K 15;25021541;3;C-100;6/24/24;6/21/24;12500
15-070-435-01880-076130G0;K 15;25021372;1;C-130;6/24/24;6/21/24;25000
15-070-435-01800-076130G0;K 15;25021066;1;C-130;6/21/24 17:00;6/20/24;25000
15-070-435-01900-076130G0;K 15;25021371;1;C-130;6/21/24;6/20/24;25000
15-070-435-01720-076130G0;K 15;25021382;1;C-100;6/21/24;6/20/24;12500
15-070-435-01820-076130G0;K 15;25021382;2;C-100;6/21/24;6/20/24;12500
15-070-435-01760-076130G0;K 15;25021402;2;C-120;6/21/24;6/20/24;23603
15-070-435-01840-076130G0;K 15;25021457;1;C-120;6/21/24;6/20/24;25000
15-070-435-01880-076130G0;K 15;25021459;1;C-100;6/21/24;6/20/24;25000
15-070-435-01800-076130G0;K 15;25021356;1;C-110;6/21/24;6/20/24;25000
15-070-435-01880-076130G0;K 15;25021370;1;C-130;6/21/24;6/25/24;25000
15-070-435-01880-076130G0;K 15;25021362;1;C-120;6/21/24;6/20/24;25000
15-070-435-01860-076130G0;K 15;25021349;1;C-100;6/21/24;6/20/24;25000
15-070-435-01860-076130G0;K 15;25021295;2;C-100;6/20/24 17:00;6/19/24;17500
15-070-435-01700-076130G0;K 15;25021295;1;C-100;6/20/24 17:00;6/19/24;7500
15-070-435-01880-076130G0;K 15;25021292;2;C-110;6/20/24 17:00;6/19/24;17500
15-070-435-01700-076130G0;K 15;25021292;1;C-110;6/20/24 17:00;6/19/24;7500
15-070-435-01880-076130G0;K 15;25021131;1;C-100;6/20/24 17:00;6/19/24;25000
15-070-435-01800-076130G0;K 15;25021104;1;C-100;6/20/24 17:00;6/19/24;25000
15-070-435-01680-076130G0;K 15;25021368;1;C-130;6/20/24;6/19/24;25000
15-070-435-01840-076130G0;K 15;25021360;1;C-120;6/20/24;6/19/24;25000
15-070-435-01860-076130G0;K 15;25021355;1;C-110;6/20/24;6/19/24;25000
15-070-435-01860-076130G0;K 15;25021361;2;C-120;6/20/24;6/19/24;10000
15-070-435-01820-076130G0;K 15;25021361;1;C-120;6/20/24;6/19/24;15000
15-070-435-01860-076130G0;K 15;25021369;1;C-130;6/20/24;6/19/24;25000
15-070-435-01880-076130G0;K 15;25021049;1;C-110;6/19/24 17:00;6/18/24;25000
15-070-435-01840-076130G0;K 15;25021113;1;C-100;6/19/24 17:00;6/18/24;25000
15-070-435-01880-076130G0;K 15;25021367;1;C-130;6/19/24;6/19/24;25000
15-070-435-01840-076130G0;K 15;25021354;1;C-110;6/19/24;6/18/24;25000
15-070-435-01880-076130G0;K 15;25021359;1;C-120;6/19/24;6/18/24;25000
15-070-435-01840-076130G0;K 15;25021366;1;C-130;6/19/24;6/19/24;25000
15-070-435-01860-076130G0;K 15;25021348;1;C-100;6/19/24;6/18/24;25000
15-070-435-01800-076130G0;K 15;25021358;1;C-120;6/19/24;6/18/24;25000
05-070-420-00600-076150G0;K 05;25021031;1;C-120;6/18/24 17:00;6/17/24;15000
15-070-435-01880-076130G0;K 15;25021130;1;C-100;6/18/24 17:00;6/17/24;25000
05-070-420-00700-076150G0;K 05;25021031;2;C-120;6/18/24 17:00;6/17/24;10000
15-070-435-01760-076130G0;K 15;25021059;1;C-130;6/18/24 17:00;6/17/24;25000
15-070-435-01800-076130G0;K 15;25021065;1;C-130;6/18/24 17:00;6/17/24;25000
15-070-435-01800-076130G0;K 15;25021352;1;C-110;6/18/24;6/17/24;25000
15-070-435-01760-076130G0;K 15;25021351;1;C-110;6/18/24;6/17/24;25000
15-070-435-01840-076130G0;K 15;25021357;1;C-120;6/18/24;6/17/24;25000
15-070-435-01860-076130G0;K 15;25021364;1;C-130;6/18/24;6/18/24;25000
15-070-435-01900-076130G0;K 15;25021347;1;C-100;6/18/24;6/17/24;25000
15-070-435-01860-076130G0;K 15;25021346;1;C-100;6/18/24;6/17/24;25000
15-070-435-01880-076130G0;K 15;25021365;1;C-130;6/18/24;6/18/24;25000
15-070-435-01860-076130G0;K 15;25021124;1;C-100;6/17/24 17:00;6/14/24;25000
15-070-435-01890-076130G0;K 15;25021051;1;C-110;6/17/24 17:00;6/14/24;25000
15-070-435-01890-076130G0;K 15;25021028;1;C-120;6/17/24 17:00;6/14/24;25000
15-070-435-01860-076130G0;K 15;25021074;1;C-130;6/17/24 17:00;6/17/24;25000
15-070-435-01880-076130G0;K 15;25021081;1;C-130;6/17/24 17:00;6/14/24;25000
15-070-435-01860-076130G0;K 15;25021022;1;C-120;6/17/24 17:00;6/14/24;25000
15-070-435-01760-076130G0;K 15;25021100;1;C-100;6/14/24 17:00;6/13/24;25000
15-070-435-01840-076130G0;K 15;25021112;1;C-100;6/14/24 17:00;6/13/24;25000
15-070-435-01890-076130G0;K 15;25021133;1;C-100;6/14/24 17:00;6/13/24;25000
15-070-435-01840-076130G0;K 15;25021039;1;C-110;6/14/24 17:00;6/13/24;25000
15-070-435-01840-076130G0;K 15;25021018;1;C-120;6/14/24 17:00;6/13/24;25000
15-070-435-01840-076130G0;K 15;25021069;1;C-130;6/14/24 17:00;6/14/24;25000
15-070-435-01880-076130G0;K 15;25021083;1;C-130;6/14/24 17:00;6/13/24;25000
15-070-435-01800-076130G0;K 15;25021013;1;C-120;6/14/24 17:00;6/13/24;25000
15-070-435-01720-076130G0;K 15;25021056;1;C-130;6/14/24 17:00;6/14/24;25000
15-070-435-01860-076130G0;K 15;25021043;1;C-110;6/13/24 17:00;6/12/24;25000
15-070-435-01880-076130G0;K 15;25021027;1;C-120;6/13/24 17:00;6/12/24;25000
15-070-435-01860-076130G0;K 15;25021123;1;C-100;6/13/24 17:00;6/12/24;25000
15-070-435-01880-076130G0;K 15;25021129;1;C-100;6/13/24 17:00;6/12/24;25000
15-070-435-01800-076130G0;K 15;25021103;1;C-100;6/13/24 17:00;6/12/24;25000
15-070-435-01880-076130G0;K 15;25021048;1;C-110;6/13/24 17:00;6/12/24;25000
15-070-435-01130-076130G0;K 15;25021052;1;C-130;6/13/24 17:00;6/12/24;12500
15-070-435-01150-076130G0;K 15;25021052;2;C-130;6/13/24 17:00;6/12/24;12500
15-070-435-01860-076130G0;K 15;25021296;2;C-100;6/13/24;6/13/24;17000
15-070-435-16200-076130G0;K 15;25021296;1;C-100;6/13/24;6/13/24;8000
15-070-435-01840-076130G0;K 15;25021111;1;C-100;6/12/24 17:00;6/11/24;25000
15-070-435-01860-076130G0;K 15;25021122;1;C-100;6/12/24 17:00;6/11/24;25000
15-070-435-01880-076130G0;K 15;25021128;1;C-100;6/12/24 17:00;6/11/24;25000
15-070-435-01860-076130G0;K 15;25021021;1;C-120;6/12/24 17:00;6/11/24;25000
15-070-435-01760-076130G0;K 15;25021058;1;C-130;6/12/24 17:00;6/12/24;25000
15-070-435-01860-076130G0;K 15;25021073;1;C-130;6/12/24 17:00;6/12/24;25000
15-070-435-01880-076130G0;K 15;25021082;1;C-130;6/12/24 17:00;6/12/24;25000
15-070-435-01840-076130G0;K 15;25021038;1;C-110;6/12/24 17:00;6/11/24;25000
15-070-435-01800-076130G0;K 15;25021064;1;C-130;6/11/24 17:00;6/10/24;25000
15-070-435-01880-076130G0;K 15;25021026;1;C-120;6/11/24 17:00;6/10/24;25000
15-070-435-01860-076130G0;K 15;25021121;1;C-100;6/11/24 17:00;6/7/24;25000
15-070-435-01840-076130G0;K 15;25021017;1;C-120;6/11/24 17:00;6/10/24;25000
15-070-435-01880-076130G0;K 15;25021047;1;C-110;6/11/24 17:00;6/10/24;25000
15-070-435-01800-076130G0;K 15;25021094;1;C-110;6/11/24 17:00;6/10/24;25000
15-070-435-01900-076130G0;K 15;25021136;1;C-100;6/11/24 17:00;6/10/24;25000
15-070-435-01170-076130G0;K 15;25021099;2;C-100;6/7/24 17:00;6/6/24;7500
15-070-435-01190-076130G0;K 15;25021099;3;C-100;6/7/24 17:00;6/6/24;5000
15-070-435-01720-076130G0;K 15;25021099;4;C-100;6/7/24 17:00;6/6/24;7500
15-070-435-01150-076130G0;K 15;25021099;1;C-100;6/7/24 17:00;6/6/24;5000
05-070-420-00800-076150G0;K 05;25020933;2;C-120;6/7/24 17:00;6/6/24;20000
05-070-420-00650-076150G0;K 05;25021187;1;C-120;6/7/24 17:00;6/6/24;15000
05-070-420-00500-076150G0;K 05;25020933;1;C-120;6/7/24 17:00;6/6/24;5000
15-070-435-01780-076130G0;K 15;25021060;1;C-130;6/6/24 17:00;6/7/24;12500
15-070-435-01880-076130G0;K 15;25021097;2;C-110;6/6/24 17:00;6/5/24;12500
15-070-435-01800-076130G0;K 15;25021063;1;C-130;6/6/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021024;1;C-120;6/6/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021025;1;C-120;6/6/24 17:00;6/5/24;25000
15-070-435-01780-076130G0;K 15;25021101;1;C-100;6/6/24 17:00;6/7/24;12500
15-070-435-01820-076130G0;K 15;25021101;2;C-100;6/6/24 17:00;6/7/24;12500
15-070-435-01840-076130G0;K 15;25021109;1;C-100;6/6/24 17:00;6/5/24;25000
15-070-435-01840-076130G0;K 15;25021110;1;C-100;6/6/24 17:00;6/14/24;25000
15-070-435-01880-076130G0;K 15;25021125;1;C-100;6/6/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021126;1;C-100;6/6/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021127;1;C-100;6/6/24 17:00;6/6/24;25000
15-070-435-01890-076130G0;K 15;25021132;1;C-100;6/6/24 17:00;6/5/24;25000
15-070-435-01900-076130G0;K 15;25021135;1;C-100;6/6/24 17:00;6/5/24;25000
15-070-435-01680-076130G0;K 15;25021088;1;C-110;6/6/24 17:00;6/6/24;7500
15-070-435-01740-076130G0;K 15;25021088;2;C-110;6/6/24 17:00;6/6/24;10000
15-070-435-01820-076130G0;K 15;25021088;3;C-110;6/6/24 17:00;6/6/24;7500
15-070-435-01720-076130G0;K 15;25021089;1;C-110;6/6/24 17:00;6/5/24;25000
15-070-435-01760-076130G0;K 15;25021090;1;C-110;6/6/24 17:00;6/5/24;25000
15-070-435-01800-076130G0;K 15;25021092;1;C-110;6/6/24 17:00;6/4/24;25000
15-070-435-01800-076130G0;K 15;25021093;1;C-110;6/6/24 17:00;6/5/24;25000
15-070-435-01840-076130G0;K 15;25021037;1;C-110;6/6/24 17:00;6/6/24;25000
15-070-435-01860-076130G0;K 15;25021041;1;C-110;6/6/24 17:00;6/4/24;25000
15-070-435-01860-076130G0;K 15;25021042;1;C-110;6/6/24 17:00;6/6/24;25000
15-070-435-01880-076130G0;K 15;25021045;1;C-110;6/6/24 17:00;6/3/24;25000
15-070-435-01880-076130G0;K 15;25021046;1;C-110;6/6/24 17:00;6/6/24;25000
15-070-435-01890-076130G0;K 15;25021050;1;C-110;6/6/24 17:00;6/4/24;25000
15-070-435-01190-076130G0;K 15;25021053;1;C-130;6/6/24 17:00;6/6/24;10000
15-070-435-01640-076130G0;K 15;25021053;2;C-130;6/6/24 17:00;6/6/24;7500
15-070-435-01680-076130G0;K 15;25021053;3;C-130;6/6/24 17:00;6/6/24;7500
15-070-435-01700-076130G0;K 15;25021054;1;C-130;6/6/24 17:00;6/6/24;15000
15-070-435-01740-076130G0;K 15;25021054;2;C-130;6/6/24 17:00;6/6/24;10000
15-070-435-01860-076130G0;K 15;25021115;1;C-100;6/6/24 17:00;6/3/24;25000
15-070-435-01860-076130G0;K 15;25021116;1;C-100;6/6/24 17:00;6/3/24;25000
15-070-435-01860-076130G0;K 15;25021117;1;C-100;6/6/24 17:00;6/4/24;25000
15-070-435-01860-076130G0;K 15;25021118;1;C-100;6/6/24 17:00;6/5/24;25000
15-070-435-01860-076130G0;K 15;25021119;1;C-100;6/6/24 17:00;6/6/24;25000
15-070-435-01860-076130G0;K 15;25021120;1;C-100;6/6/24 17:00;6/7/24;25000
15-070-435-01840-076130G0;K 15;25021068;1;C-130;6/6/24 17:00;6/7/24;25000
15-070-435-01860-076130G0;K 15;25021071;1;C-130;6/6/24 17:00;6/5/24;25000
15-070-435-01860-076130G0;K 15;25021072;1;C-130;6/6/24 17:00;6/5/24;25000
15-070-435-01880-076130G0;K 15;25021078;1;C-130;6/6/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021079;1;C-130;6/6/24 17:00;6/6/24;25000
15-070-435-01880-076130G0;K 15;25021080;1;C-130;6/6/24 17:00;6/7/24;25000
15-070-435-01890-076130G0;K 15;25021084;1;C-130;6/6/24 17:00;6/7/24;25000
15-070-435-01680-076130G0;K 15;25021009;1;C-120;6/6/24 17:00;6/6/24;7500
15-070-435-01720-076130G0;K 15;25021009;2;C-120;6/6/24 17:00;6/6/24;10000
15-070-435-01740-076130G0;K 15;25021009;3;C-120;6/6/24 17:00;6/6/24;7500
15-070-435-01760-076130G0;K 15;25021010;1;C-120;6/6/24 17:00;6/6/24;25000
15-070-435-01800-076130G0;K 15;25021011;1;C-120;6/6/24 17:00;6/4/24;25000
15-070-435-01800-076130G0;K 15;25021012;1;C-120;6/6/24 17:00;6/5/24;25000
15-070-435-01820-076130G0;K 15;25021014;1;C-120;6/6/24 17:00;6/5/24;12500
15-070-435-01860-076130G0;K 15;25021014;2;C-120;6/6/24 17:00;6/5/24;12500
15-070-435-01840-076130G0;K 15;25021016;1;C-120;6/6/24 17:00;6/5/24;25000
15-070-435-01780-076130G0;K 15;25021097;1;C-110;6/6/24 17:00;6/5/24;12500
15-070-435-01820-076130G0;K 15;25021060;2;C-130;6/6/24 17:00;6/7/24;12500
15-070-435-01840-076130G0;K 15;25020826;1;C-130;6/4/24 17:00;6/5/24;25000
05-070-420-01100-076150G0;K 05;25020955;1;C-110;6/4/24 17:00;6/4/24;25000
15-070-435-01170-076130G0;K 15;25020820;1;C-130;6/4/24 17:00;6/4/24;15000
15-070-435-01680-076130G0;K 15;25020820;2;C-130;6/4/24 17:00;6/4/24;10000
15-070-435-01840-076130G0;K 15;25021108;1;C-100;6/4/24 17:00;6/3/24;25000
15-070-435-01840-076130G0;K 15;25020841;1;C-100;6/4/24 17:00;6/4/24;25000
15-070-435-01880-076130G0;K 15;25021077;1;C-130;6/4/24 17:00;6/4/24;25000
15-070-435-01800-076130G0;K 15;25021102;1;C-100;6/4/24 17:00;6/3/24;25000
15-070-435-01800-076130G0;K 15;25020839;1;C-100;6/4/24 17:00;6/7/24;25000
15-070-435-01800-076130G0;K 15;25021062;1;C-130;6/3/24 17:00;5/31/24;25000
15-070-435-01800-076130G0;K 15;25021091;1;C-110;6/3/24 17:00;5/29/24;25000
15-070-435-01840-076130G0;K 15;25021036;1;C-110;6/3/24 17:00;5/31/24;25000
15-070-435-01840-076130G0;K 15;25021015;1;C-120;6/3/24 17:00;5/31/24;25000
15-070-435-01760-076130G0;K 15;25021057;1;C-130;6/3/24 17:00;5/31/24;25000
15-070-435-01860-076130G0;K 15;25021070;1;C-130;6/3/24 17:00;5/31/24;25000
15-070-435-01880-076130G0;K 15;25021076;1;C-130;6/3/24 17:00;6/3/24;25000
15-070-435-01720-076130G0;K 15;25021055;1;C-130;6/3/24 17:00;5/31/24;25000
15-070-435-01860-076130G0;K 15;25021019;1;C-120;5/31/24 17:00;5/29/24;25000
15-070-435-01840-076130G0;K 15;25021107;1;C-100;5/31/24 17:00;5/29/24;25000
15-070-435-01880-076130G0;K 15;25021023;1;C-120;5/31/24 17:00;5/29/24;25000
15-070-435-01860-076130G0;K 15;25021040;1;C-110;5/31/24 17:00;5/29/24;25000
15-070-435-01880-076130G0;K 15;25020857;1;C-100;5/31/24 17:00;5/29/24;25000
15-070-435-01860-076130G0;K 15;25020853;1;C-100;5/31/24 17:00;5/29/24;25000
05-070-420-01400-076150G0;K 05;25020936;1;C-120;5/31/24 17:00;5/29/24;15000
05-070-420-02500-076150G0;K 05;25020936;2;C-120;5/31/24 17:00;5/29/24;5000
05-070-420-03200-076150G0;K 05;25020936;3;C-120;5/31/24 17:00;5/29/24;5000
15-070-435-01880-076130G0;K 15;25021044;1;C-110;5/31/24 17:00;5/29/24;25000
15-070-435-01880-076130G0;K 15;25021075;1;C-130;5/30/24 17:00;5/29/24;25000
15-070-435-01840-076130G0;K 15;25021067;1;C-130;5/30/24 17:00;5/29/24;25000
15-070-435-01900-076130G0;K 15;25021085;1;C-130;5/30/24 17:00;5/29/24;25000
15-070-435-01840-076130G0;K 15;25021035;1;C-110;5/29/24 17:00;5/29/24;25000
05-070-420-01100-076150G0;K 05;25020934;1;C-120;5/29/24 17:00;5/28/24;25000
15-070-435-01860-076130G0;K 15;25020852;1;C-100;5/29/24 17:00;5/28/24;25000
15-070-435-01840-076130G0;K 15;25020845;1;C-100;5/29/24 17:00;5/28/24;25000
15-070-435-01880-076130G0;K 15;25020818;1;C-110;5/28/24 17:00;5/27/24;25000
15-070-435-01840-076130G0;K 15;25020827;1;C-130;5/28/24 17:00;5/28/24;12500
15-070-435-01820-076130G0;K 15;25020827;2;C-130;5/28/24 17:00;5/28/24;12500
15-070-435-01860-076130G0;K 15;25020830;1;C-130;5/28/24 17:00;5/29/24;25000
15-070-435-01880-076130G0;K 15;25020835;1;C-130;5/28/24 17:00;5/28/24;25000
15-070-435-01880-076130G0;K 15;25020807;1;C-120;5/28/24 17:00;5/27/24;25000
15-070-435-01860-076130G0;K 15;25020851;1;C-100;5/28/24 17:00;5/27/24;25000
15-070-435-01840-076130G0;K 15;25020813;1;C-110;5/28/24 17:00;5/28/24;25000
15-070-435-01760-076130G0;K 15;25020823;1;C-130;5/28/24 17:00;5/28/24;25000
15-070-435-01800-076130G0;K 15;25020802;1;C-120;5/28/24 17:00;5/27/24;12500
15-070-435-01840-076130G0;K 15;25020802;2;C-120;5/28/24 17:00;5/27/24;12500
15-070-435-01840-076130G0;K 15;25020844;1;C-100;5/28/24 17:00;5/27/24;25000
05-070-420-00900-076150G0;K 05;25020954;1;C-110;5/27/24 17:00;5/27/24;25000
15-070-435-01880-076130G0;K 15;25020834;1;C-130;5/27/24 17:00;5/24/24;25000
15-070-435-01890-076130G0;K 15;25020808;1;C-120;5/27/24 17:00;5/27/24;25000
15-070-435-01860-076130G0;K 15;25020850;1;C-100;5/27/24 17:00;5/24/24;25000
15-070-435-01800-076130G0;K 15;25020825;1;C-130;5/27/24 17:00;5/27/24;25000
15-070-435-01880-076130G0;K 15;25020856;1;C-100;5/27/24 17:00;5/24/24;25000
15-070-435-01890-076130G0;K 15;25020859;1;C-100;5/27/24 17:00;5/24/24;25000
05-070-420-00900-076150G0;K 05;25020797;1;C-120;5/27/24 17:00;5/24/24;25000
15-070-435-01860-076130G0;K 15;25021020;1;C-120;5/27/24;6/3/24;25000
15-070-435-01880-076130G0;K 15;25020817;1;C-110;5/24/24 17:00;5/23/24;25000
15-070-435-01860-076130G0;K 15;25020815;1;C-110;5/24/24 17:00;5/23/24;25000
15-070-435-01150-076130G0;K 15;25020819;2;C-130;5/24/24 17:00;5/23/24;12500
15-070-435-01860-076130G0;K 15;25020829;1;C-130;5/24/24 17:00;5/23/24;25000
15-070-435-01890-076130G0;K 15;25020836;1;C-130;5/24/24 17:00;5/23/24;25000
15-070-435-00750-076130G0;K 15;25020837;1;C-100;5/24/24 17:00;5/23/24;10000
15-070-435-01880-076130G0;K 15;25020833;1;C-130;5/24/24 17:00;5/24/24;25000
15-070-435-01170-076130G0;K 15;25020837;3;C-100;5/24/24 17:00;5/23/24;5000
15-070-435-01860-076130G0;K 15;25020847;1;C-100;5/24/24 17:00;5/23/24;25000
15-070-435-01860-076130G0;K 15;25020849;1;C-100;5/24/24 17:00;5/23/24;25000
15-070-435-01000-076130G0;K 15;25020837;2;C-100;5/24/24 17:00;5/23/24;10000
05-070-420-01400-076150G0;K 05;25020761;1;C-120;5/24/24 17:00;5/23/24;15000
05-070-420-01900-076150G0;K 05;25020761;2;C-120;5/24/24 17:00;5/23/24;10000
05-070-420-01100-076150G0;K 05;25020762;1;C-120;5/24/24 17:00;5/23/24;25000
15-070-435-01900-076130G0;K 15;25020860;1;C-100;5/24/24 17:00;5/23/24;25000
05-070-420-01100-076150G0;K 05;25020798;1;C-120;5/24/24 17:00;5/23/24;15000
05-070-420-01900-076150G0;K 05;25020798;2;C-120;5/24/24 17:00;5/23/24;10000
15-070-435-01880-076130G0;K 15;25020806;1;C-120;5/24/24 17:00;5/23/24;25000
15-070-435-01130-076130G0;K 15;25020819;1;C-130;5/24/24 17:00;5/23/24;12500
15-070-435-01880-076130G0;K 15;25020832;1;C-130;5/23/24 17:00;5/23/24;25000
15-070-435-01840-076130G0;K 15;25020843;1;C-100;5/23/24 17:00;5/23/24;25000
15-070-435-01860-076130G0;K 15;25020848;1;C-100;5/23/24 17:00;5/22/24;25000
15-070-435-01880-076130G0;K 15;25020855;1;C-100;5/23/24 17:00;5/22/24;25000
15-070-435-01760-076130G0;K 15;25020800;1;C-120;5/23/24 17:00;5/22/24;25000
15-070-435-01800-076130G0;K 15;25020824;1;C-130;5/23/24 17:00;5/23/24;25000
15-070-435-01760-076130G0;K 15;25020810;1;C-110;5/23/24 17:00;5/22/24;25000
15-070-435-01800-076130G0;K 15;25020811;1;C-110;5/23/24 17:00;5/21/24;25000
15-070-435-01840-076130G0;K 15;25020812;1;C-110;5/23/24 17:00;5/22/24;25000
15-070-435-01720-076130G0;K 15;25020821;1;C-130;5/23/24 17:00;5/22/24;25000
15-070-435-01800-076130G0;K 15;25020801;1;C-120;5/23/24 17:00;5/22/24;25000
15-070-435-01860-076130G0;K 15;25020828;1;C-130;5/22/24 17:00;5/22/24;25000
15-070-435-01880-076130G0;K 15;25020805;1;C-120;5/22/24 17:00;5/21/24;25000
15-070-435-01860-076130G0;K 15;25020804;1;C-120;5/22/24 17:00;5/21/24;25000
15-070-435-01840-076130G0;K 15;25020803;1;C-120;5/22/24 17:00;5/21/24;25000
15-070-435-01780-076130G0;K 15;25020822;2;C-130;5/22/24 17:00;5/22/24;12500
15-070-435-01880-076130G0;K 15;25020816;1;C-110;5/22/24 17:00;5/21/24;25000
15-070-435-01880-076130G0;K 15;25020831;1;C-130;5/22/24 17:00;5/22/24;25000
15-070-435-01800-076130G0;K 15;25020840;1;C-100;5/22/24 17:00;5/21/24;25000
15-070-435-01840-076130G0;K 15;25020842;1;C-100;5/22/24 17:00;5/22/24;25000
15-070-435-01860-076130G0;K 15;25020846;1;C-100;5/22/24 17:00;5/21/24;25000
15-070-435-01880-076130G0;K 15;25020854;1;C-100;5/22/24 17:00;5/22/24;25000
15-070-435-01890-076130G0;K 15;25020858;1;C-100;5/22/24 17:00;5/21/24;25000
15-070-435-01720-076130G0;K 15;25020799;1;C-120;5/22/24 17:00;5/21/24;12500
15-070-435-01780-076130G0;K 15;25020799;2;C-120;5/22/24 17:00;5/21/24;12500
05-070-420-01100-076150G0;K 05;25020809;1;C-110;5/22/24 17:00;6/3/24;12500
05-070-420-01900-076150G0;K 05;25020809;2;C-110;5/22/24 17:00;6/3/24;12500
15-070-435-01860-076130G0;K 15;25020814;1;C-110;5/22/24 17:00;5/21/24;25000
15-070-435-01760-076130G0;K 15;25020822;1;C-130;5/22/24 17:00;5/22/24;12500
15-070-435-01840-076130G0;K 15;25020991;1;C-110;5/22/24;5/21/24;25000
15-070-435-01800-076130G0;K 15;25020990;1;C-110;5/22/24;5/21/24;25000
15-070-435-01840-076130G0;K 15;25020905;1;C-110;5/22/24;5/21/24;25000
15-070-435-01800-076130G0;K 15;25020992;1;C-110;5/22/24;5/21/24;25000
15-070-435-01840-076130G0;K 15;25020993;1;C-110;5/22/24;5/21/24;25000
15-070-435-01110-076130G0;K 15;25019927;1;C-130;5/21/24 17:00;5/17/24;25000
15-070-435-01820-076130G0;K 15;25020838;2;C-100;5/20/24 17:00;5/21/24;15000
15-070-435-01780-076130G0;K 15;25020838;1;C-100;5/20/24 17:00;5/21/24;10000
15-070-435-01800-076130G0;K 15;25020903;1;C-110;5/17/24 17:00;5/16/24;25000
15-070-435-01840-076130G0;K 15;25020904;1;C-110;5/17/24 17:00;5/17/24;25000
15-070-435-01760-076130G0;K 15;25020788;1;C-130;5/17/24;5/16/24;25000
15-070-435-01840-076130G0;K 15;25020792;1;C-130;5/17/24;5/16/24;25000
15-070-435-01860-076130G0;K 15;25020779;1;C-100;5/17/24;5/16/24;25000
15-070-435-01860-076130G0;K 15;25020782;1;C-110;5/17/24;5/16/24;25000
15-070-435-01840-076130G0;K 15;25020785;1;C-120;5/17/24;5/16/24;25000
15-070-435-01800-076130G0;K 15;25020790;1;C-130;5/17/24;5/16/24;25000
15-070-435-01880-076130G0;K 15;25020787;1;C-120;5/17/24;5/16/24;25000
15-070-435-01860-076130G0;K 15;25020786;1;C-120;5/17/24;5/16/24;25000
15-070-435-01880-076130G0;K 15;25020780;1;C-100;5/17/24;5/16/24;25000
15-070-435-01840-076130G0;K 15;25020783;1;C-110;5/16/24 17:00;5/15/24;25000
15-070-435-01820-076130G0;K 15;25020791;2;C-130;5/16/24;5/15/24;12500
15-070-435-01860-076130G0;K 15;25020793;1;C-130;5/16/24;5/15/24;25000
15-070-435-01800-076130G0;K 15;25020789;1;C-130;5/16/24;5/15/24;25000
15-070-435-01880-076130G0;K 15;25020781;1;C-110;5/16/24;5/15/24;25000
15-070-435-01890-076130G0;K 15;25020784;1;C-120;5/16/24;5/15/24;25000
15-070-435-01190-076130G0;K 15;25020791;1;C-130;5/16/24;5/15/24;12500
15-070-435-01860-076130G0;K 15;25020778;1;C-100;5/16/24;5/15/24;25000
15-070-435-01800-076130G0;K 15;25020695;1;C-100;5/15/24;5/14/24;25000
15-070-435-01890-076130G0;K 15;25020696;1;C-100;5/15/24;5/13/24;25000
15-070-435-01880-076130G0;K 15;25020690;1;C-120;5/15/24;5/14/24;25000
15-070-435-01860-076130G0;K 15;25020698;1;C-100;5/15/24;5/14/24;25000
15-070-435-01880-076130G0;K 15;25020686;1;C-130;5/15/24;5/14/24;25000
15-070-435-01840-076130G0;K 15;25020697;1;C-100;5/15/24;5/14/24;25000
15-070-435-01880-076130G0;K 15;25020692;1;C-100;5/14/24;5/10/24;25000
